,Similar_Recipe_ID,TF-IDF Value,Recipe_ID
2671,누드김밥,0.17355125,참치주먹밥
2672,참치김치찌개,0.16801357,참치주먹밥
2673,양상추참치샐러드,0.16642544,참치주먹밥
2674,미역냉국,0.4603932,유부미역된장국
2675,양배춧국,0.410219,유부미역된장국
2676,유부계란찜,0.35270485,유부미역된장국
2677,별미밥,0.2886383,유부미역된장국
2678,유부초밥,0.2754879,유부미역된장국
2679,장어계란말이,0.27509797,유부미역된장국
2680,두부탕,0.2615013,유부미역된장국
2681,가지된장찜,0.24663669,유부미역된장국
2682,된장찌개,0.24020177,유부미역된장국
2683,김치수제비,0.2382932,유부미역된장국
2684,김치수제비,0.34710243,삼색수제비
2685,감자탕,0.30361181,삼색수제비
2686,해물국시,0.24344756,삼색수제비
2687,감자조림,0.21485685,삼색수제비
2688,계란찜,0.21358535,삼색수제비
2689,감자수제비,0.20591655,삼색수제비
2690,양배춧국,0.1947973,삼색수제비
2691,통마늘장아찌,0.19471057,삼색수제비
2692,가지된장찜,0.18412647,삼색수제비
2693,파프리카볶음밥,0.17784256,삼색수제비
2694,깻잎말이김치,0.5186176,고들빼기김치
2695,동치미,0.35326117,고들빼기김치
2696,고추장아찌,0.3207687,고들빼기김치
2697,보쌈김치,0.3016225,고들빼기김치
2698,무말랭이무침,0.28470993,고들빼기김치
2699,배추밤김치,0.279762,고들빼기김치
2700,찰밥,0.26908848,고들빼기김치
2701,시금치나물,0.2683542,고들빼기김치
2702,고추부각,0.26618344,고들빼기김치
2703,파김치,0.26211664,고들빼기김치
2704,달래장김치,0.42769548,달래굴파전
2705,두부굴찌개,0.40547276,달래굴파전
2706,해물파전,0.3666184,달래굴파전
2707,부추전,0.34934294,달래굴파전
2708,해물밥전,0.34470403,달래굴파전
2709,동래파전,0.3443621,달래굴파전
2710,달래된장찌개,0.3329145,달래굴파전
2711,굴깍두기,0.28971505,달래굴파전
2712,낙지전골,0.28839633,달래굴파전
2713,생굴채소무침,0.26952973,달래굴파전
2714,달래굴파전,0.42769548,달래장김치
2715,쇠고기장조림,0.3920139,달래장김치
2716,배추겉절이,0.33286247,달래장김치
2717,달래된장찌개,0.32088608,달래장김치
2718,깻잎장아찌,0.30669454,달래장김치
2719,연근조림,0.28669423,달래장김치
2720,사골탕,0.27122256,달래장김치
2721,부추올리브오일무침,0.26491848,달래장김치
2722,배추밤김치,0.25759232,달래장김치
2723,고추장아찌,0.22524972,달래장김치
2724,오이나물,0.5158647,두릅된장무침
2725,콩나물무침,0.4729495,두릅된장무침
2726,숙주미나리무침,0.40353575,두릅된장무침
2727,두부양념조림,0.31607065,두릅된장무침
2728,고등어무조림,0.29857558,두릅된장무침
2729,깻잎장아찌,0.29062796,두릅된장무침
2730,배추속댓국,0.25111055,두릅된장무침
2731,제육불고기,0.24855387,두릅된장무침
2732,된장깻잎장아찌,0.23873676,두릅된장무침
2733,빈대떡,0.23442996,두릅된장무침
2734,오이나물,0.64013153,숙주미나리무침
2735,콩나물무침,0.5868785,숙주미나리무침
2736,빈대떡,0.4902931,숙주미나리무침
2737,두릅된장무침,0.40353575,숙주미나리무침
2738,콩나물미나리무침,0.38924727,숙주미나리무침
2739,두부양념조림,0.37742198,숙주미나리무침
2740,만둣국,0.36683163,숙주미나리무침
2741,깻잎장아찌,0.3643307,숙주미나리무침
2742,고등어무조림,0.35866264,숙주미나리무침
2743,버섯만두전골,0.34130418,숙주미나리무침
2744,참나물고추장무침,0.99999994,참나물고추장무침
2745,오징어불고기,0.23867607,참나물고추장무침
2746,오이지장아찌무침,0.23228198,참나물고추장무침
2747,오징어볶음과소면,0.22550495,참나물고추장무침
2748,돼지불고기,0.2180038,참나물고추장무침
2749,배추속댓국,0.21617207,참나물고추장무침
2750,무생채,0.21060486,참나물고추장무침
2751,제육불고기,0.20504466,참나물고추장무침
2752,떡갈비구이,0.20219408,참나물고추장무침
2753,더덕구이,0.2012714,참나물고추장무침
2754,오징어숙회,0.19993347,참나물고추장무침
2755,오징어불고기,0.74061906,오징어통구이
2756,제육배추찜,0.49097136,오징어통구이
2757,닭불고기,0.4680025,오징어통구이
2758,오징어도라지생채,0.45294067,오징어통구이
2759,갈비구이,0.44948646,오징어통구이
2760,돼지불고기,0.42880195,오징어통구이
2761,홍합꼬치구이,0.4143257,오징어통구이
2762,오징어볶음과소면,0.41419998,오징어통구이
2763,오징어숙회,0.385606,오징어통구이
2764,오징어찌개,0.38236257,오징어통구이
2765,닭고기콩나물덮밥,0.99999994,닭고기콩나물덮밥
2766,오이냉국,0.40442857,닭고기콩나물덮밥
2767,콩나물밥,0.37704128,닭고기콩나물덮밥
2768,닭불고기,0.36172622,닭고기콩나물덮밥
2769,쌈장,0.35375208,닭고기콩나물덮밥
2770,오이지장아찌무침,0.3059208,닭고기콩나물덮밥
2771,콩나물국밥,0.3016776,닭고기콩나물덮밥
2772,콩나물미나리무침,0.28967205,닭고기콩나물덮밥
2773,두부국,0.28661078,닭고기콩나물덮밥
2774,고춧기름,0.2826144,닭고기콩나물덮밥
2775,별미밥,0.2822711,닭고기콩나물덮밥
2776,김치두부쌈,0.99999994,김치두부쌈
2777,돼지고기김치찌개,0.6105788,김치두부쌈
2778,떡잡채,0.3829615,김치두부쌈
2779,삼겹살깻잎전,0.36190802,김치두부쌈
2780,고추장아찌,0.34535965,김치두부쌈
2781,물만두,0.33900785,김치두부쌈
2782,부추표고버섯볶음,0.30892748,김치두부쌈
2783,두부김치,0.30335936,김치두부쌈
2784,된장깻잎장아찌,0.28742212,김치두부쌈
2785,김치피자,0.27679205,김치두부쌈
2786,돼지고기표고볶음,0.27540404,김치두부쌈
2787,두부국,0.45080394,호박두부찌개
2788,두부굴찌개,0.42218754,호박두부찌개
2789,고춧기름,0.35389525,호박두부찌개
2790,오이냉국,0.34484068,호박두부찌개
2791,두부조림,0.32024372,호박두부찌개
2792,쌈장,0.3200854,호박두부찌개
2793,호박양파국,0.3090164,호박두부찌개
2794,배추겉절이,0.3028912,호박두부찌개
2795,오징어섞어찌개,0.2972657,호박두부찌개
2796,낙지볶음,0.29217175,호박두부찌개
2797,해파리냉채,0.3814684,해파리해물냉채
2798,닭가슴살해파리샐러드,0.35523495,해파리해물냉채
2799,새우겨자채,0.30182338,해파리해물냉채
2800,해물찌개,0.2845074,해파리해물냉채
2801,두부채소냉채,0.2584132,해파리해물냉채
2802,해물밥전,0.24593417,해파리해물냉채
2803,두부오믈렛,0.2344163,해파리해물냉채
2804,불고기찹쌀구이,0.23387448,해파리해물냉채
2805,마늘장아찌,0.23360999,해파리해물냉채
2806,깐풍새우,0.23194182,해파리해물냉채
2807,오믈렛,0.32619292,치킨롤
2808,안심스테이크,0.31109637,치킨롤
2809,옥수수볶음밥,0.29774016,치킨롤
2810,계란찜,0.2810772,치킨롤
2811,돈까스덮밥,0.2326706,치킨롤
2812,오징어삼겹살볶음,0.22367503,치킨롤
2813,닭고기카레튀김,0.19242689,치킨롤
2814,닭불고기,0.18558142,치킨롤
2815,쇠고기양송이볶음,0.17839205,치킨롤
2816,돈까스,0.17724337,치킨롤
2817,돼지불고기,0.2902811,아스파라거스새우볶음
2818,새우죽,0.23176827,아스파라거스새우볶음
2819,왕새우구이와구운채소,0.23143637,아스파라거스새우볶음
2820,장어계란말이,0.22602902,아스파라거스새우볶음
2821,고등어살튀김과소스,0.20307934,아스파라거스새우볶음
2822,돈부리,0.19697732,아스파라거스새우볶음
2823,대구탕,0.19283102,아스파라거스새우볶음
2824,오징어삼겹살볶음,0.19118084,아스파라거스새우볶음
2825,쇠고기버섯덮밥,0.1896759,아스파라거스새우볶음
2826,해물스파게티,0.18622819,아스파라거스새우볶음
2827,꽃만두국(완당국),0.99999994,꽃만두국(완당국)
2828,배추속댓국,0.43155447,꽃만두국(완당국)
2829,낙지불고기,0.42293763,꽃만두국(완당국)
2830,모듬전,0.4142686,꽃만두국(완당국)
2831,채소말이샤브샤브,0.41308933,꽃만두국(완당국)
2832,떡갈비구이,0.37933713,꽃만두국(완당국)
2833,샤브샤브,0.37750664,꽃만두국(완당국)
2834,낙지전골,0.37739336,꽃만두국(완당국)
2835,물만두,0.36773497,꽃만두국(완당국)
2836,깐풍새우,0.35198867,꽃만두국(완당국)
2837,부추전,0.34919202,꽃만두국(완당국)
2838,볶음쌀국수,0.4085881,돼지고기표고볶음
2839,라조육,0.4055604,돼지고기표고볶음
2840,부추잡채,0.38361156,돼지고기표고볶음
2841,오징어탕수,0.37773478,돼지고기표고볶음
2842,깐풍새우,0.37397566,돼지고기표고볶음
2843,고등어튀김케첩조림,0.36161324,돼지고기표고볶음
2844,두부조림,0.34989685,돼지고기표고볶음
2845,류산슬,0.34555107,돼지고기표고볶음
2846,중국식볶음밥,0.34305876,돼지고기표고볶음
2847,부추표고버섯볶음,0.34263217,돼지고기표고볶음
2848,오징어산적,0.6651022,오징어풋마늘산적
2849,닭꼬치구이,0.3322359,오징어풋마늘산적
2850,삼겹살채소말이,0.29436,오징어풋마늘산적
2851,쇠고기산적,0.29435062,오징어풋마늘산적
2852,떡갈비구이,0.27566883,오징어풋마늘산적
2853,오징어불고기,0.23415354,오징어풋마늘산적
2854,삼겹살깻잎전,0.2053459,오징어풋마늘산적
2855,제육불고기,0.20115937,오징어풋마늘산적
2856,가래떡꼬치,0.18174002,오징어풋마늘산적
2857,오징어통구이,0.17736289,오징어풋마늘산적
2858,오징어도라지생채,0.48095182,상추겉절이비빔밥
2859,사색나물,0.46920013,상추겉절이비빔밥
2860,화양적,0.44471735,상추겉절이비빔밥
2861,닭개장,0.41798067,상추겉절이비빔밥
2862,돌솥비빔밥,0.4037437,상추겉절이비빔밥
2863,주먹밥,0.35131183,상추겉절이비빔밥
2864,꽃상추쌈,0.3507175,상추겉절이비빔밥
2865,오이냉국,0.3239388,상추겉절이비빔밥
2866,무생채,0.31956452,상추겉절이비빔밥
2867,나물비빔밥,0.31684777,상추겉절이비빔밥
2868,영양채소밥,0.3904875,두부알찜
2869,돼지고기표고볶음,0.30304894,두부알찜
2870,갈비찜,0.29079378,두부알찜
2871,오징어탕수,0.28973004,두부알찜
2872,국수계란말이,0.28445405,두부알찜
2873,오코노미야키,0.27088755,두부알찜
2874,닭꼬치구이,0.26806992,두부알찜
2875,두부조개탕,0.2675734,두부알찜
2876,낙지전골,0.26468465,두부알찜
2877,어묵국,0.26073825,두부알찜
2878,연어양상추쌈,0.99999994,연어양상추쌈
2879,연어오픈샌드위치,0.508081,연어양상추쌈
2880,무쌈말이,0.23454069,연어양상추쌈
2881,새우겨자채,0.22587794,연어양상추쌈
2882,송어샐러드,0.22145826,연어양상추쌈
2883,연어샐러드,0.17250022,연어양상추쌈
2884,삼겹살채소말이,0.14525388,연어양상추쌈
2885,냉고기쌈,0.14501558,연어양상추쌈
2886,가지말이구이,0.11430763,연어양상추쌈
2887,양상추참치샐러드,0.11126662,연어양상추쌈
2888,한국식타코샐러드,0.10460967,연어양상추쌈
2889,크림소스파스타,0.5361697,브로콜리크림수프
2890,오믈렛,0.45707822,브로콜리크림수프
2891,까르보나라스파게티,0.4444595,브로콜리크림수프
2892,감자수프,0.4317185,브로콜리크림수프
2893,떡꼬치,0.34659296,브로콜리크림수프
2894,까르보나라 (한국식),0.27533463,브로콜리크림수프
2895,채소피클,0.237919,브로콜리크림수프
2896,치킨데리야끼,0.23102371,브로콜리크림수프
2897,브로콜리베이컨말이,0.2295652,브로콜리크림수프
2898,속채운감자,0.22616175,브로콜리크림수프
2899,해물떡꼬치,0.99999994,해물떡꼬치
2900,한국식타코샐러드,0.40313524,해물떡꼬치
2901,갈비떡볶이,0.3757966,해물떡꼬치
2902,떡국,0.37413678,해물떡꼬치
2903,오징어숙회,0.37147176,해물떡꼬치
2904,해물밥전,0.34926897,해물떡꼬치
2905,떡꼬치,0.33505633,해물떡꼬치
2906,떡볶이,0.3234908,해물떡꼬치
2907,불고기꽃만두,0.31730297,해물떡꼬치
2908,오징어불고기,0.31258494,해물떡꼬치
2909,오징어볶음과소면,0.3125816,해물떡꼬치
2910,김치볶음밥,0.46430066,옥수수볶음밥
2911,계란찜,0.41543186,옥수수볶음밥
2912,오징어삼겹살볶음,0.33713493,옥수수볶음밥
2913,채소치즈죽,0.32922533,옥수수볶음밥
2914,카레토마토달걀볶음밥,0.3190152,옥수수볶음밥
2915,치킨롤,0.29774016,옥수수볶음밥
2916,오징어덮밥,0.28510806,옥수수볶음밥
2917,중국식볶음밥,0.2721008,옥수수볶음밥
2918,볶음우동,0.26542056,옥수수볶음밥
2919,해장라면,0.23693363,옥수수볶음밥
2920,꽁치간장구이,0.4398444,김치꽁치조림
2921,꽁치김치찌개,0.43261912,김치꽁치조림
2922,꽁치무조림,0.41504443,김치꽁치조림
2923,꽁치구이,0.3308592,김치꽁치조림
2924,어묵볶음,0.23316419,김치꽁치조림
2925,김치수제비,0.22929469,김치꽁치조림
2926,김치홍합국,0.22345972,김치꽁치조림
2927,버섯두부찌개,0.2033587,김치꽁치조림
2928,참치김치찌개,0.19686013,김치꽁치조림
2929,만둣국,0.17666538,김치꽁치조림
2930,삼겹살깻잎전,0.43800697,치즈돈까스
2931,가지튀김,0.41508797,치즈돈까스
2932,롤케비지(양배추말이),0.37279388,치즈돈까스
2933,삼겹살치즈구이,0.35643068,치즈돈까스
2934,닭고기명란튀김,0.28020754,치즈돈까스
2935,감자그라탕,0.2647517,치즈돈까스
2936,물만두,0.2486286,치즈돈까스
2937,탕수육,0.24202798,치즈돈까스
2938,두부오믈렛,0.2418556,치즈돈까스
2939,돈까스,0.23923117,치즈돈까스
2940,잔치국수,0.4156379,간장떡볶이
2941,떡국,0.40013257,간장떡볶이
2942,버섯잡채,0.35374293,간장떡볶이
2943,떡꼬치,0.30408335,간장떡볶이
2944,떡잡채,0.29552802,간장떡볶이
2945,갈비떡볶이,0.28712058,간장떡볶이
2946,주먹밥,0.2819777,간장떡볶이
2947,탕수육,0.27542683,간장떡볶이
2948,골뱅이볶음,0.2753873,간장떡볶이
2949,두부오믈렛,0.2583469,간장떡볶이
2950,해물떡꼬치,0.40313524,한국식타코샐러드
2951,불고기꽃만두,0.22602427,한국식타코샐러드
2952,돼지고기표고볶음,0.21418792,한국식타코샐러드
2953,송어샐러드,0.20813672,한국식타코샐러드
2954,주먹밥,0.2023312,한국식타코샐러드
2955,볶음우동,0.19738261,한국식타코샐러드
2956,모듬전,0.18922977,한국식타코샐러드
2957,냉고기쌈,0.18830912,한국식타코샐러드
2958,두부알찜,0.18251103,한국식타코샐러드
2959,오징어탕수,0.18236661,한국식타코샐러드
2960,김치쌈밥,0.99999994,김치쌈밥
2961,김치채소쌈,0.43058556,김치쌈밥
2962,쇠고기덮밥,0.15160766,김치쌈밥
2963,해물밥전,0.15011266,김치쌈밥
2964,열무비빔밥,0.14729571,김치쌈밥
2965,꽃상추쌈,0.14441057,김치쌈밥
2966,충무김밥,0.13997683,김치쌈밥
2967,상추겉절이비빔밥,0.13806832,김치쌈밥
2968,별미밥,0.13403645,김치쌈밥
2969,주먹밥,0.13065961,김치쌈밥
2970,김치주먹밥,0.12242922,김치쌈밥
2971,잔치국수,0.9999999,잔치국수
2972,호박양파국,0.41593426,잔치국수
2973,간장떡볶이,0.4156379,잔치국수
2974,된장채소수제비,0.36017454,잔치국수
2975,골뱅이무침,0.2922252,잔치국수
2976,기스면,0.24006662,잔치국수
2977,낙지볶음,0.23376602,잔치국수
2978,쇠고기전골,0.2215628,잔치국수
2979,쇠고기무국,0.21333419,잔치국수
2980,양송이버섯죽,0.2119964,잔치국수
2981,갈비탕,0.21121927,잔치국수
2982,김치피자,0.34407866,감자그라탕
2983,삼겹살치즈구이,0.27692372,감자그라탕
2984,치즈돈까스,0.2647517,감자그라탕
2985,감자국수,0.2256201,감자그라탕
2986,고구마그라탱,0.21922915,감자그라탕
2987,크림소스파스타,0.19366221,감자그라탕
2988,오코노미야키,0.16240695,감자그라탕
2989,까르보나라스파게티,0.16053689,감자그라탕
2990,김치볶음밥,0.15444258,감자그라탕
2991,브로콜리베이컨말이,0.15154108,감자그라탕
2992,코다리찜,0.73491526,코다리조림
2993,떡갈비구이,0.36886236,코다리조림
2994,고추장아찌,0.2980913,코다리조림
2995,떡국,0.26478547,코다리조림
2996,마른오징어조림,0.25789803,코다리조림
2997,김치수제비,0.25782576,코다리조림
2998,오징어볶음과소면,0.24863523,코다리조림
2999,버섯두부찌개,0.24733134,코다리조림
3000,무생채,0.24440207,코다리조림
3001,가지된장찜,0.23176049,코다리조림
3002,치킨데리야끼,0.99999994,치킨데리야끼
3003,생선탕수,0.31606203,치킨데리야끼
3004,떡꼬치,0.30670625,치킨데리야끼
3005,주먹밥,0.30493718,치킨데리야끼
3006,닭꼬치구이,0.26914248,치킨데리야끼
3007,닭날개튀김,0.26252273,치킨데리야끼
3008,중국식볶음밥,0.2505084,치킨데리야끼
3009,버섯잡채,0.24192706,치킨데리야끼
3010,오므라이스,0.2391266,치킨데리야끼
3011,두부오믈렛,0.23522349,치킨데리야끼
3012,숙주미나리무침,0.23395248,치킨데리야끼
3013,쫄면,0.34646997,순대볶음
3014,사색나물,0.2681946,순대볶음
3015,오징어볶음과소면,0.26481587,순대볶음
3016,닭갈비,0.23769851,순대볶음
3017,두부두루치기,0.22780381,순대볶음
3018,김치채소쌈,0.21876468,순대볶음
3019,된장깻잎장아찌,0.18762703,순대볶음
3020,모듬전,0.18673177,순대볶음
3021,시금치들깨수제비,0.1822905,순대볶음
3022,두부다시마말이,0.1808863,순대볶음
3023,닭불고기,0.48096895,닭갈비
3024,오징어볶음과소면,0.37804687,닭갈비
3025,오징어불고기,0.29134896,닭갈비
3026,두부두루치기,0.27371302,닭갈비
3027,낙지볶음,0.26880223,닭갈비
3028,삼겹살깻잎전,0.26051378,닭갈비
3029,닭꼬치구이,0.2583387,닭갈비
3030,닭날개튀김,0.25134435,닭갈비
3031,제육불고기,0.2502955,닭갈비
3032,순대볶음,0.23769851,닭갈비
3033,부대찌개,0.2860997,베이컨꼬치구이
3034,닭고기수삼샐러드,0.26598936,베이컨꼬치구이
3035,오코노미야키,0.24285,베이컨꼬치구이
3036,닭갈비,0.23676898,베이컨꼬치구이
3037,컬리플라워해물샐러드,0.23579633,베이컨꼬치구이
3038,가지튀김,0.2295793,베이컨꼬치구이
3039,브로콜리베이컨말이,0.21851747,베이컨꼬치구이
3040,양상추참치샐러드,0.19934948,베이컨꼬치구이
3041,시금치계란말이,0.18865314,베이컨꼬치구이
3042,무쌈말이,0.18749459,베이컨꼬치구이
3043,쇠고기덮밥,0.28391665,열무비빔밥
3044,떡갈비구이,0.27920464,열무비빔밥
3045,꽃상추쌈,0.26227495,열무비빔밥
3046,별미밥,0.24027017,열무비빔밥
3047,떡꼬치,0.22955328,열무비빔밥
3048,오징어찌개,0.22703175,열무비빔밥
3049,주먹밥,0.22209054,열무비빔밥
3050,배추속댓국,0.22102694,열무비빔밥
3051,쇠고기무국,0.21387742,열무비빔밥
3052,오징어불고기,0.2136977,열무비빔밥
3053,다시마볶음,1.0000001,다시마볶음
3054,유부계란찜,0.5320027,다시마볶음
3055,계란말이,0.32149068,다시마볶음
3056,멸치볶음,0.27613157,다시마볶음
3057,닭날개튀김,0.25785846,다시마볶음
3058,두부탕,0.23395172,다시마볶음
3059,삼겹살깻잎전,0.23373918,다시마볶음
3060,생선탕수,0.23065872,다시마볶음
3061,닭불고기,0.2298854,다시마볶음
3062,김치수제비,0.22954431,다시마볶음
3063,조기찜,0.22836015,다시마볶음
3064,쇠고기전골,0.56096935,버섯잡채밥
3065,쇠고기산적,0.4742006,버섯잡채밥
3066,버섯덮밥,0.45497444,버섯잡채밥
3067,잡채,0.4387552,버섯잡채밥
3068,해물밥전,0.31076932,버섯잡채밥
3069,짬뽕해물탕밥,0.30414042,버섯잡채밥
3070,떡갈비구이,0.3034274,버섯잡채밥
3071,잡채밥,0.3031639,버섯잡채밥
3072,콩나물버섯덮밥,0.29774144,버섯잡채밥
3073,쇠고기버섯덮밥,0.29738364,버섯잡채밥
3074,절편,0.36036146,쑥브리오슈
3075,쑥버섯볶음,0.30961263,쑥브리오슈
3076,오렌지건포도빵,0.29333028,쑥브리오슈
3077,오믈렛,0.19185589,쑥브리오슈
3078,송편,0.16908054,쑥브리오슈
3079,단호박구이,0.12491019,쑥브리오슈
3080,팥타르트,0.12409272,쑥브리오슈
3081,마늘빵,0.12157719,쑥브리오슈
3082,감자수프,0.11612076,쑥브리오슈
3083,브로콜리크림수프,0.1147743,쑥브리오슈
3084,오곡밥쌈밥정식,0.37329066,된장깻잎장아찌
3085,삼겹살깻잎전,0.35683826,된장깻잎장아찌
3086,아구탕,0.35058373,된장깻잎장아찌
3087,두부김치,0.35031888,된장깻잎장아찌
3088,쌈장,0.34108332,된장깻잎장아찌
3089,배추속댓국,0.29124767,된장깻잎장아찌
3090,김치두부쌈,0.28742212,된장깻잎장아찌
3091,호박양파국,0.28133717,된장깻잎장아찌
3092,양송이버섯죽,0.279991,된장깻잎장아찌
3093,깻잎장아찌,0.27862233,된장깻잎장아찌
3094,해물밥전,0.28203592,비빔쌀국수
3095,깐풍새우,0.27386048,비빔쌀국수
3096,갈비탕,0.26485008,비빔쌀국수
3097,상추 치커리 오징어 초침무,0.23778959,비빔쌀국수
3098,해초무침,0.23445147,비빔쌀국수
3099,볶음쌀국수,0.23396061,비빔쌀국수
3100,조개맑은국,0.23375265,비빔쌀국수
3101,갈치구이,0.22710973,비빔쌀국수
3102,닭가슴살해파리샐러드,0.22544959,비빔쌀국수
3103,꽁치구이,0.2227243,비빔쌀국수
3104,양배춧국,0.42971033,아욱국
3105,우거지된장찌개,0.33183256,아욱국
3106,냉이된장찌개,0.31641287,아욱국
3107,생태국,0.27402073,아욱국
3108,죽순회와미나리강회,0.2700607,아욱국
3109,가지된장찜,0.2549096,아욱국
3110,근대된장국,0.2526195,아욱국
3111,단호박 고등어조림,0.24625821,아욱국
3112,조개맑은국,0.23528802,아욱국
3113,김치홍합국,0.23440874,아욱국
3114,어묵볶음,0.35694864,라볶이
3115,쟁반라면,0.31059876,라볶이
3116,해장라면,0.29814374,라볶이
3117,어묵국,0.28498787,라볶이
3118,어묵닭고기조림,0.24547614,라볶이
3119,어묵꼬치,0.2075443,라볶이
3120,닭불고기,0.19280842,라볶이
3121,샤브샤브,0.17472872,라볶이
3122,쌈장,0.16494413,라볶이
3123,오징어찌개,0.16314872,라볶이
3124,두부국,0.40936834,고등어김치조림
3125,오이소박이,0.38898155,고등어김치조림
3126,오이냉국,0.36291978,고등어김치조림
3127,두부김치,0.3586018,고등어김치조림
3128,깻잎장아찌,0.34380654,고등어김치조림
3129,고등어무조림,0.3302542,고등어김치조림
3130,도가니탕,0.326571,고등어김치조림
3131,오징어젓갈,0.32537875,고등어김치조림
3132,배추겉절이,0.31503147,고등어김치조림
3133,콩나물밥,0.31366935,고등어김치조림
3134,누룽지탕,0.5045418,류산슬
3135,부추표고버섯볶음,0.4289784,류산슬
3136,죽순표고버섯볶음나물,0.4110586,류산슬
3137,깐풍새우,0.36150056,류산슬
3138,돼지고기표고볶음,0.34555107,류산슬
3139,부추잡채,0.30166107,류산슬
3140,물만두,0.29895243,류산슬
3141,모듬채소볶음,0.29893172,류산슬
3142,볶음우동,0.2929764,류산슬
3143,꽃만두국(완당국),0.28214222,류산슬
3144,오징어덮밥,0.44198486,바지락볶음
3145,고춧기름,0.38955784,바지락볶음
3146,마파두부덮밥,0.34549263,바지락볶음
3147,고등어살튀김과소스,0.2850175,바지락볶음
3148,해물국시,0.2737692,바지락볶음
3149,봄동바지락볶음,0.2567695,바지락볶음
3150,김치채소볶음,0.24953184,바지락볶음
3151,순두부찌개,0.24416947,바지락볶음
3152,닭다리굴소스볶음,0.22744003,바지락볶음
3153,간장,0.22121203,바지락볶음
3154,매운가지볶음,0.51817024,가지쇠고기볶음
3155,가지된장찜,0.4664925,가지쇠고기볶음
3156,가지와마른새우무침,0.35332176,가지쇠고기볶음
3157,알탕,0.34475514,가지쇠고기볶음
3158,떡갈비구이,0.33265537,가지쇠고기볶음
3159,갈비찜,0.3318505,가지쇠고기볶음
3160,멸치볶음,0.32733625,가지쇠고기볶음
3161,가지튀김,0.31968924,가지쇠고기볶음
3162,떡국,0.31132323,가지쇠고기볶음
3163,쇠고기덮밥,0.3097811,가지쇠고기볶음
3164,청국장찌개,0.3719803,버섯청국장찌개
3165,버섯두부찌개,0.3695113,버섯청국장찌개
3166,쑥버섯볶음,0.3530897,버섯청국장찌개
3167,버섯잡채,0.30032614,버섯청국장찌개
3168,버섯덮밥,0.2903457,버섯청국장찌개
3169,죽순회와미나리강회,0.28789493,버섯청국장찌개
3170,두부굴찌개,0.2840197,버섯청국장찌개
3171,양송이버섯죽,0.28349257,버섯청국장찌개
3172,참치김치찌개,0.27890855,버섯청국장찌개
3173,호박양파국,0.27669364,버섯청국장찌개
3174,부추전,0.63549244,부추부침개
3175,양상추튀김,0.4239715,부추부침개
3176,모듬전,0.4202233,부추부침개
3177,화전,0.41856995,부추부침개
3178,고추부각,0.4147491,부추부침개
3179,물만두,0.38477764,부추부침개
3180,부추잡채,0.33239043,부추부침개
3181,꽃만두국(완당국),0.31799307,부추부침개
3182,해물밥전,0.31113788,부추부침개
3183,부추표고버섯볶음,0.30510774,부추부침개
3184,냉고기쌈,1.0000001,냉고기쌈
3185,모듬초밥,0.3519377,냉고기쌈
3186,오징어볶음과소면,0.28938878,냉고기쌈
3187,쇠고기덮밥,0.2824143,냉고기쌈
3188,롤케비지(양배추말이),0.25268254,냉고기쌈
3189,두부채소냉채,0.24517055,냉고기쌈
3190,제육불고기,0.24091977,냉고기쌈
3191,새우겨자채,0.23776321,냉고기쌈
3192,채소말이샤브샤브,0.23515458,냉고기쌈
3193,채소피클,0.23005958,냉고기쌈
3194,마늘장아찌,0.227347,냉고기쌈
3195,버섯잡채,0.3528835,치킨버섯찜
3196,버섯두부찌개,0.3324653,치킨버섯찜
3197,쇠고기버섯덮밥,0.32578093,치킨버섯찜
3198,버섯덮밥,0.30331868,치킨버섯찜
3199,샤브샤브,0.27457985,치킨버섯찜
3200,버섯청국장찌개,0.26767477,치킨버섯찜
3201,쑥버섯볶음,0.25057146,치킨버섯찜
3202,버섯잡채밥,0.23646405,치킨버섯찜
3203,멸치볶음,0.22035646,치킨버섯찜
3204,중국식볶음밥,0.22016862,치킨버섯찜
3205,육회,0.46781442,새송이산적
3206,불고기,0.33917627,새송이산적
3207,떡갈비구이,0.31443307,새송이산적
3208,콩나물잡채,0.3131957,새송이산적
3209,쇠고기무국,0.29519942,새송이산적
3210,두부국,0.26971874,새송이산적
3211,새송이쌈장구이,0.26668552,새송이산적
3212,화양적,0.26412553,새송이산적
3213,쇠고기장조림,0.26313588,새송이산적
3214,토마토미니새송이볶음,0.26074076,새송이산적
3215,부추표고버섯볶음,0.7150725,물만두
3216,부추전,0.5413613,물만두
3217,부추잡채,0.44304767,물만두
3218,삼겹살깻잎전,0.40090033,물만두
3219,부추김치,0.40083784,물만두
3220,모듬전,0.39458114,물만두
3221,부추부침개,0.38477764,물만두
3222,제육배추찜,0.37931606,물만두
3223,꽃만두국(완당국),0.36773497,물만두
3224,잡채밥,0.3422177,물만두
3225,돼지고기표고볶음,0.4085881,볶음쌀국수
3226,볶음우동,0.3898648,볶음쌀국수
3227,부추잡채,0.33659524,볶음쌀국수
3228,두부조림,0.3305163,볶음쌀국수
3229,고추장아찌,0.32719985,볶음쌀국수
3230,물만두,0.30539313,볶음쌀국수
3231,김치두부쌈,0.26014957,볶음쌀국수
3232,부추표고버섯볶음,0.25883457,볶음쌀국수
3233,감자탕,0.24288411,볶음쌀국수
3234,월남쌈,0.23443441,볶음쌀국수
